id,brand,movement,case_material,bracelet_material,condition,scope_of_delivery,gender,price,availability,watches_sold
2406,RSW,Quartz,Steel,Lizard skin,New,Original Box and Papers,Women's watch,650.0,Available,1864
2409,Movado,Quartz,Steel,Ceramic,Used (Good),Original Box and Papers,Women's watch,319.0,Available,712
2410,Steinhart,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,889.0,Available,411
2411,Casio,Quartz,Plastic,Rubber,New,Original Box and Papers,Men's watch/Unisex,110.0,Available,1424
2412,Van Cleef & Arpels,Quartz,Steel,Leather,Used (Good),No Box and papers,Women's watch,1627.0,Available,90
2414,F.P.Journe,Manual winding,Rose gold,Rose gold,Used (Good),Original Box and Papers,Men's watch/Unisex,130177.0,Available,3
2415,Maserati,Quartz,Gold/Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,233.0,Available Upon Request,5466
2416,Davosa,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1724.0,Available,401
2418,Victorinox Swiss Army,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,895.0,Available,445
2419,Cuervo y Sobrinos,Automatic,Steel,Leather,Used,Original Paper,Men's watch/Unisex,1196.0,Available,17868
2421,Universal Genève,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,597.0,Available,739
2422,Bremont,Automatic,Titanium,Rubber,New,Original Box and Papers,Men's watch/Unisex,4750.0,Available,306
2423,Cvstos,Automatic,Rose gold,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,21583.0,Available,779
2424,Czapek,Manual winding,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,19750.0,Available,1577
2426,Norqain,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,2169.0,Available Upon Request,850
2427,Mathey-Tissot,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,9713.0,Available,155
2428,Urwerk,Automatic,Titanium,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,49950.0,Available,3088
2430,Epos,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3253.0,Available Upon Request,566
2432,Montblanc,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3026.0,Available,1531
2435,Favre-Leuba,Automatic,Gold/Steel,Leather,Used,No Box and papers,Men's watch/Unisex,344.0,Available,1583
2436,Concord,Quartz,Gold/Steel,Gold/Steel,Used (Good),No Box and papers,Women's watch,2495.0,Available,545
2440,Steinhart,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,749.0,Available,411
2442,Louis Vuitton,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2334.0,Available,17868
2443,Jaeger-LeCoultre,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,10500.0,Available,3531
2444,Blancpain,Automatic,Titanium,Titanium,Used (Good),Original Box and Papers,Men's watch/Unisex,13750.0,Available,284
2445,Richard Mille,Automatic,Titanium,Rubber,New,Original Box and Papers,Men's watch/Unisex,252500.0,Available,593
2449,De Grisogono,Automatic,Yellow gold,Leather,Used (Good),Original Paper,Men's watch/Unisex,11888.0,Available,275
2452,Sinn,Automatic,Steel,Leather,Used (Good),Original Box,Men's watch/Unisex,2115.0,Available,433
2454,Meistersinger,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1798.0,Available,322
2455,Omega,Quartz,Gold/Steel,Gold/Steel,Used (Good),Original Box and Papers,Women's watch,2395.0,Available,159
2457,Yema,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,715.0,Available,1087
2459,Festina,Quartz,Titanium,Titanium,New,Original Box and Papers,Women's watch,140.0,Available,14641
2461,Corum,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2950.0,Available,20
2466,Concord,Quartz,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,1635.0,Available,811
2468,Meistersinger,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2157.0,Available,250
2469,De Grisogono,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,5314.0,Available,90
2470,Steinhart,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,825.0,Available,411
2471,Sea-Gull,Manual winding,Gold/Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,679.0,Available,2054
2472,Ball,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,1944.0,Available,2224
2475,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,270.0,Available,14641
2476,Audemars Piguet,Manual winding,Titanium,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,130000.0,Available,284
2480,Bruno Söhnle,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,812.0,Available,82
2484,Luminox,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1395.0,Available,1424
2485,Vulcain,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1952.0,Available,100
2486,Girard Perregaux,Automatic,White gold,Crocodile skin,Used (Good),Original Paper,Men's watch/Unisex,17500.0,Available,239
2487,Union Glashütte,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3208.0,Available Upon Request,1121
2488,TAG Heuer,Quartz,Steel,Gold-plated,Used (Good),No Box and papers,Men's watch/Unisex,799.0,Available,14
2490,Hublot,Automatic,Titanium,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,15450.0,Available,3088
2491,Vulcain,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1192.0,Available,343
2492,Cyma,Quartz,Yellow gold,Lizard skin,New,No Box and papers,Men's watch/Unisex,390.0,Available,3000
2493,Arnold & Son,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,7400.0,Available,191
2495,Revue Thommen,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,527.0,Available,1369
2500,Wyler Vetta,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,651.0,Available,293
2502,Franck Muller,Automatic,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,9950.0,Available,271
2503,Bedat & Co,Automatic,Steel,Satin,New,Original Box and Papers,Men's watch/Unisex,2220.0,Available,178
2504,Lorus,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,53.0,Available,14641
2506,Traser,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,649.0,Available Upon Request,8544
2507,Rotary,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,205.0,Available,14641
2509,Hanhart,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2755.0,Available Upon Request,251
2510,Poljot,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,585.0,Available,2054
2512,Glashütte Original,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,4067.0,Available,195
2516,Laurent Ferrier,Automatic,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,54500.0,Available,306
2517,Dior,Quartz,Steel,Ceramic,New,Original Box,Women's watch,5120.0,Available,1369
2520,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,433.0,Available,14641
2521,Junghans,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2050.0,Available,198
2523,Chronoswiss,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,2592.0,Available,303
2524,Perrelet,Automatic,Steel,Steel,New,Original Paper,Men's watch/Unisex,2999.0,Available Upon Request,212
2525,Rotary,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,313.0,Available,14641
2526,Garmin,Smartwatch,Titanium,Silicon,Used (Good),Original Box and Papers,Men's watch/Unisex,1178.0,Available,72
2528,Tiffany,Quartz,Steel,Silver,Used (Good),Original Box,Women's watch,2704.0,Available,702
2529,Alpina,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,855.0,Available,2264
2531,Omega,Automatic,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,8781.0,Available Upon Request,95
2532,Cvstos,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,20878.0,Available,42
2533,Versace,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,650.0,Available,14641
2534,H.Moser & Cie.,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,21912.0,Available Upon Request,164
2535,Victorinox Swiss Army,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,427.0,Available Upon Request,2330
2536,Cartier,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,5449.0,Available,28
2540,TAG Heuer,Quartz,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,599.0,Available,14
2542,Mühle Glashütte,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,1971.0,Available,2482
2543,Grand Seiko,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,6995.0,Available,409
2546,Mühle Glashütte,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,1567.0,Available,433
2547,Bulgari,Automatic,Ceramic,Ceramic,Used (Good),Original Box and Papers,Men's watch/Unisex,12800.0,Available,255
2549,Harry Winston,Automatic,White gold,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,13448.0,Available Upon Request,921
2550,Gucci,Quartz,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,800.0,Available,186
2553,Gérald Genta,Automatic,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,45551.0,Available,779
2554,Zenith,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,4950.0,Available,3088
2555,Squale,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1188.0,Available,4593
2556,Ulysse Nardin,Manual winding,Platinum,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,37700.0,Available,284
2557,Zodiac,Quartz,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,812.0,Available,29
2558,Richard Mille,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,450000.0,Available,27
2559,Longines,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1245.0,Available,1179
2560,Maserati,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,247.0,Available,14641
2561,Montblanc,Automatic,Titanium,Leather,New,Original Box and Papers,Men's watch/Unisex,5500.0,Available,1606
2565,Bell & Ross,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,2150.0,Available,20
2566,Cuervo y Sobrinos,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,2603.0,Available Upon Request,3109
2567,Glashütte Original,Automatic,Steel,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,5371.0,Available,116
2569,Swiss Military,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,270.0,Available,14641
2573,Jacob & Co.,Automatic,Ceramic,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,7050.0,Available Upon Request,59
2574,Louis Vuitton,Automatic,Steel,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,1495.0,Available,6079
2580,Luminox,Quartz,Carbon,Textile,New,Original Box and Papers,Men's watch/Unisex,245.0,Available,219
2582,IWC,Automatic,Ceramic,Textile,New,Original Box and Papers,Men's watch/Unisex,13500.0,Available,417
2584,Oris,Automatic,Steel,Textile,New,Original Box,Men's watch/Unisex,1499.0,Available,1369
2585,Louis Vuitton,Quartz,Steel,Leather,Used (Good),No Box and papers,Women's watch,3499.0,Available Upon Request,522
2587,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,303.0,Available,14641
2588,Yema,Manual winding,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,812.0,Available Upon Request,3109
2592,Benrus,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,235.0,Available,1393
2593,Boldr,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,916.0,Available,1075
2594,Revue Thommen,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,718.0,Available,511
2595,Cuervo y Sobrinos,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3416.0,Available,935
2596,Mido,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,435.0,Available,1424
2597,Tudor,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,3750.0,Available,417
2599,Locman,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1090.0,Available,343
2603,Panerai,Automatic,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,21497.0,Available,11
2604,Luminox,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,1025.0,Available,8544
2605,DeLaCour,Automatic,Titanium,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,2484.0,Available,72
2608,Schaumburg,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2332.0,Available Upon Request,566
2609,Hamilton,Automatic,Steel,Leather,New,No Box and papers,Men's watch/Unisex,949.0,Available,0
2611,Montblanc,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,2332.0,Available,657
2612,Glashütte Original,Automatic,Gold/Steel,Textile,New,Original Box,Men's watch/Unisex,13083.0,Available,2224
2614,Glashütte Original,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,8975.0,Available,1125
2616,Zenith,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,8500.0,Available,249
2617,Meistersinger,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2375.0,Available,264
2618,Ulysse Nardin,Automatic,Titanium,Rubber,New,Original Box and Papers,Men's watch/Unisex,62480.0,Available Upon Request,1
2619,Swatch,Quartz,Ceramic,Textile,New,Original Box and Papers,Men's watch/Unisex,541.0,Available,91
2620,Gucci,Quartz,Steel,Steel,New,No Box and papers,Men's watch/Unisex,1200.0,Available,19
2622,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,411.0,Available,14641
2624,Enicar,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3037.0,Available,293
2626,Casio,Solar,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,980.0,Available,1176
2627,Laco,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1063.0,Available,1474
2628,F.P.Journe,Automatic,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,110201.0,Available Upon Request,441
2630,Sandoz,Automatic,Ceramic,Gold-plated,Used (Good),No Box and papers,Men's watch/Unisex,500.0,Available,759
2631,Franck Muller,Quartz,White gold,Leather,Used (Good),No Box and papers,Women's watch,5999.0,Available,400
2634,Omega,Automatic,Gold/Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,6500.0,Available,10
2636,Citizen,Solar,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,1375.0,Available,580
2637,Czapek,Manual winding,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,26138.0,Available,83
2641,Universal Genève,Manual winding,Gold/Steel,Leather,Used (Good),Original Paper,Men's watch/Unisex,5965.0,Available,366
2642,Patek Philippe,Manual winding,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,150000.0,Available,306
2643,Traser,Quartz,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,628.0,Available,14641
2645,Union Glashütte,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2185.0,Available,726
2650,Maserati,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,137.0,Available,14641
2651,Nivada,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2985.0,Available,1393
2655,Chopard,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,3295.0,Available,1506
2658,TAG Heuer,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2950.0,Available,615
2659,Jaquet-Droz,Automatic,Rose gold,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,96750.0,Available Upon Request,265
2662,Edox,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1832.0,Available Upon Request,428
2663,Bell & Ross,Automatic,Ceramic,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,3995.0,Available,1506
2664,Universal Genève,Quartz,Yellow gold,Leather,Used (Good),Original Box,Men's watch/Unisex,3199.0,Available,906
2665,Arnold & Son,Manual winding,Rose gold,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,79950.0,Available,3088
2666,Vostok,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,172.0,Available,2054
2669,Zodiac,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1995.0,Available,1424
2671,Mb&f,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,4747.0,Available,3
2672,Schaumburg,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1988.0,Available,6079
2673,Victorinox Swiss Army,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1079.0,Available Upon Request,2330
2674,Gaga Milano,Quartz,Steel,Leather,Used,Original Paper,Men's watch/Unisex,250.0,Available,17868
2678,Wenger,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,227.0,Available,14641
2679,Jean Marcel,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2435.0,Available Upon Request,1075
2680,Bovet,Manual winding,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,30433.0,Available Upon Request,1266
2682,Mido,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1399.0,Available,620
2686,Union Glashütte,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,3015.0,Available Upon Request,3109
2690,Michel Herbelin,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,512.0,Available Upon Request,2330
2694,Behrens,Manual winding,Titanium,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,18183.0,Available Upon Request,173
2697,Norqain,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,4456.0,Available,5466
2698,Omega,Manual winding,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,16950.0,Available,553
2699,Perrelet,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3700.0,Available,239
2701,Roger Dubuis,Automatic,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,50900.0,Available,245
2705,Hamilton,Quartz,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,395.0,Available,1463
2706,Daniel Roth,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,14018.0,Available,6
2707,Mondaine,Quartz,Plastic,Rubber,New,Original Box and Papers,Women's watch,216.0,Available,1608
2708,Dior,Quartz,Steel,Leather,Used,Original Box,Women's watch,443.0,Available,1366
2710,IWC,Automatic,Ceramic,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,7699.0,Available,2946
2711,Gérald Genta,Automatic,White gold,Crocodile skin,Used (Good),No Box and papers,Men's watch/Unisex,54500.0,Available Upon Request,212
2712,Audemars Piguet,Automatic,Rose gold,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,34395.0,Available,22
2713,Bedat & Co,Quartz,Steel,Steel,Used,Original Box and Papers,Women's watch,766.0,Available,17868
2714,Paul Picot,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2484.0,Available,29
2715,Cartier,Manual winding,Silver,Lizard skin,Used,No Box and papers,Women's watch,2200.0,Available,63
2716,A. Lange & Söhne,Automatic,White gold,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,49875.0,Available,1125
2718,Tudor,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3355.0,Available,2662
2721,Jaquet-Droz,Automatic,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,13900.0,Available,191
2722,Maurice Lacroix,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,1508.0,Available,682
2723,Dugena,Manual winding,Steel,Rubber,Used (Good),Original Box,Men's watch/Unisex,1952.0,Available,100
2728,Jean Marcel,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1643.0,Available Upon Request,1075
2729,Harry Winston,Quartz,Rose gold,Alligator skin,New,Original Box and Papers,Women's watch,29900.0,Available,284
2730,Chopard,Automatic,Steel,Rubber,Used (Good),Original Box,Men's watch/Unisex,3000.0,Available,1606
2731,Luminox,Quartz,Carbon,Rubber,Used,Original Box,Men's watch/Unisex,290.0,Available,463
2732,Edox,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1074.0,Available,428
2742,Pequignet,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,3254.0,Available Upon Request,358
2743,Locman,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,434.0,Available,3946
2745,Gérald Genta,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,4600.0,Available,212
2746,Mühle Glashütte,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,748.0,Available,327
2747,Tiffany,Quartz,Steel,Leather,Used (Good),No Box and papers,Women's watch,1168.0,Available,7841
2748,Grand Seiko,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,5679.0,Available Upon Request,2
2749,Claude Bernard,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,483.0,Available,4593
2750,Gucci,Quartz,Gold/Steel,Leather,New,No Box and papers,Women's watch,800.0,Available,19
2752,Sinn,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,2223.0,Available,77
2753,Traser,Quartz,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,564.0,Available,1474
2754,F.P.Journe,Manual winding,Rose gold,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,289950.0,Available,3088
2756,Gucci,Quartz,Steel,Steel,New,Original Box,Women's watch,1170.0,Available,319
2759,Blancpain,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,12110.0,Available,178
2761,Norqain,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,3398.0,Available,299
2764,Arnold & Son,Manual winding,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,25000.0,Available,1606
2766,Breitling,Automatic,Steel,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,3550.0,Available,3088
2767,Doxa,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1079.0,Available,5466
2768,Ebel,Automatic,Steel,Crocodile skin,New,Original Box,Men's watch/Unisex,2145.0,Available,27
2770,GUB Glashütte,Manual winding,Bronze,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2168.0,Available,179
2771,Mathey-Tissot,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,1458.0,Available,160
2772,Michele,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,1545.0,Available,431
2773,Fendi,Quartz,Steel,Leather,New,Original Paper,Women's watch,358.0,Available,26
2776,Michele,Quartz,Steel,Leather,Used (Good),No Box and papers,Women's watch,625.0,Available,1424
2778,Tudor,Automatic,Steel,Steel,Used (Good),Original Paper,Men's watch/Unisex,5094.0,Available,232
2780,IWC,Automatic,Rose gold,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,25625.0,Available,2224
2781,Eberhard & Co.,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,2833.0,Available,17868
2783,Daniel Roth,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,7686.0,Available,17868
2787,Locman,Quartz,Titanium,Rubber,New,Original Box and Papers,Women's watch,829.0,Available,3614
2788,Meistersinger,Automatic,Steel,Leather,New,Original Box,Men's watch/Unisex,2375.0,Available,648
2789,Louis Erard,Automatic,Steel,Steel,Used,Original Box and Papers,Men's watch/Unisex,392.0,Available,17868
2792,Dewitt,Manual winding,White gold,Leather,New,Original Box and Papers,Men's watch/Unisex,87000.0,Available,539
2793,Davosa,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1139.0,Available,2330
2796,Longines,Automatic,Titanium,Textile,New,Original Box and Papers,Men's watch/Unisex,2885.0,Available,1149
2797,TW Steel,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,248.0,Available,14641
2804,Longines,Automatic,Steel,Alligator skin,Used (Good),Original Paper,Men's watch/Unisex,2199.0,Available,902
2806,Bell & Ross,Quartz,Steel,Alligator skin,New,Original Box and Papers,Women's watch,3400.0,Available,545
2809,Eterna,Automatic,Steel,Leather,Used,No Box and papers,Men's watch/Unisex,327.0,Available,2030
2810,Versace,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,561.0,Available,773
2811,Favre-Leuba,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,2050.0,Available,212
2815,Citizen,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,550.0,Available,1424
2816,DeLaCour,Automatic,Yellow gold,Leather,Used,No Box and papers,Men's watch/Unisex,12846.0,Available,17868
2818,Fortis,Automatic,Titanium,Textile,New,Original Box and Papers,Men's watch/Unisex,4631.0,Available,398
2820,Chaumet,Quartz,Gold/Steel,Gold/Steel,Used (Good),No Box and papers,Women's watch,574.0,Available,1583
2823,Locman,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,683.0,Available,273
2824,Gucci,Quartz,Steel,Steel,New,Original Box,Men's watch/Unisex,1073.0,Available,319
2826,Festina,Quartz,Steel,Rubber,New,No Box and papers,Men's watch/Unisex,235.0,Available,1142
2827,Charriol,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,891.0,Available,69
2828,Audemars Piguet,Automatic,Rose gold,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,32950.0,Available,73
2829,Formex,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1529.0,Available Upon Request,1075
2830,Luminox,Quartz,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,345.0,Available,1424
2831,Norqain,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,3525.0,Available,133
2832,Van Cleef & Arpels,Manual winding,White gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,68743.0,Available Upon Request,100
2834,Bell & Ross,Automatic,Gold/Steel,Gold/Steel,New,Original Box and Papers,Men's watch/Unisex,9445.0,Available,284
2836,Piaget,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3796.0,Available,44
2838,Swatch,Automatic,Plastic,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,401.0,Available,11
2843,Poljot,Automatic,Steel,Leather,New,Original Box and Papers,Women's watch,613.0,Available,1608
2844,Eberhard & Co.,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,2840.0,Available,136
2846,Graham,Manual winding,Steel,Rubber,Used (Good),Original Paper,Men's watch/Unisex,12906.0,Available Upon Request,921
2848,Grand Seiko,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,5925.0,Available,35
2852,Hermès,Quartz,Steel,Steel,Used (Good),Original Box,Women's watch,458.0,Available,7841
