id,brand,movement,case_material,bracelet_material,condition,scope_of_delivery,gender,price,availability,watches_sold
8334,Hanhart,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,965.0,Available Upon Request,251
8335,Patek Philippe,Automatic,White gold,Leather,Used (Good),Original Box,Men's watch/Unisex,65000.0,Available,54
8338,Sector,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,183.0,Available,14642
8340,Sector,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,194.0,Available,14642
8343,Movado,Quartz,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,637.0,Available,245
8344,Rotary,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,270.0,Available,14642
8346,Lucien Rochat,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,857.0,Available,29
8347,Paul Picot,Automatic,Gold-plated,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1399.0,Available,29
8348,Michele,Quartz,Steel,Steel,New,Original Box,Women's watch,1795.0,Available,977
8350,Harry Winston,Quartz,White gold,Crocodile skin,Used (Good),Original Box and Papers,Women's watch,7065.0,Available,2889
8352,NOMOS,Manual winding,Steel,Leather,Used (Good),Original Paper,Men's watch/Unisex,1193.0,Available,164
8353,Daniel Roth,Manual winding,White gold,White gold,Used (Good),Original Paper,Men's watch/Unisex,10520.0,Available Upon Request,921
8354,Tissot,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,579.0,Available,1177
8355,Bell & Ross,Automatic,Ceramic,Rubber,New,Original Box and Papers,Men's watch/Unisex,3950.0,Available,306
8356,Azimuth,Manual winding,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,4575.0,Available,2439
8360,Ralf Tech,Automatic,Steel,Plastic,New,Original Box and Papers,Men's watch/Unisex,1518.0,Available,374
8362,Chaumet,Quartz,Yellow gold,Leather,Used (Good),No Box and papers,Women's watch,6413.0,Available Upon Request,517
8363,TAG Heuer,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,2211.0,Available,324
8364,Sarcar,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,13835.0,Available Upon Request,441
8366,TW Steel,Quartz,Steel,Calf skin,New,Original Box and Papers,Women's watch,144.0,Available,14642
8368,Chronoswiss,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2835.0,Available,35
8369,Chronoswiss,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,3894.0,Available,742
8371,Glashütte Original,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,15950.0,Available,271
8372,Longines,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1650.0,Available,1177
8373,Ingersoll,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,379.0,Available,14642
8375,Paul Picot,Automatic,Steel,Silver,New,Original Box,Men's watch/Unisex,3106.0,Available,1369
8376,Vacheron Constantin,Automatic,Steel,Steel,Used (Good),Original Paper,Men's watch/Unisex,15749.0,Available,124
8378,Grand Seiko,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,8000.0,Available,701
8379,Raketa,Manual winding,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,423.0,Available,78
8380,IWC,Automatic,Rose gold,Crocodile skin,Used (Good),No Box and papers,Men's watch/Unisex,7950.0,Available,24
8384,Frederique Constant,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2161.0,Available,39
8386,Luminox,Quartz,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,245.0,Available,219
8387,TAG Heuer,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2189.0,Available,5
8388,Cyma,Quartz,Yellow gold,Leather,New,No Box and papers,Women's watch,293.0,Available,3000
8391,Benzinger,Manual winding,White gold,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,30367.0,Available Upon Request,566
8393,Breguet,Automatic,Steel,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,13300.0,Available Upon Request,89
8395,Bruno Söhnle,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2923.0,Available,7780
8397,Norqain,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,4501.0,Available,325
8402,Eberhard & Co.,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3894.0,Available,52
8404,Lemania,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1030.0,Available,416
8405,Armani,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,309.0,Available Upon Request,5467
8406,Tissot,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,375.0,Available,1425
8409,Formex,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1529.0,Available Upon Request,1076
8411,Harry Winston,Automatic,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,14500.0,Available,266
8415,Bell & Ross,Automatic,Steel,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,4700.0,Available,239
8416,Eberhard & Co.,Manual winding,Steel,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,3579.0,Available,20
8419,Raketa,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,423.0,Available,78
8420,Bulgari,Quartz,Yellow gold,Yellow gold,Used (Good),No Box and papers,Men's watch/Unisex,3590.0,Available,251
8422,A. Lange & Söhne,Automatic,White gold,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,49180.0,Available,3534
8424,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,270.0,Available,14642
8425,Laco,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,423.0,Available,1007
8427,Vacheron Constantin,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,30993.0,Available,1883
8428,Vulcain,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2440.0,Available Upon Request,1076
8429,Technomarine,Quartz,Steel,Leather,Used (Good),Original Box and Papers,Women's watch,1627.0,Available,4
8430,Technomarine,Quartz,Ceramic,Ceramic,New,Original Box and Papers,Women's watch,922.0,Available,403
8431,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,433.0,Available,125
8433,Louis Vuitton,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,2737.0,Available,17875
8437,Franck Muller,Automatic,Steel,Calf skin,Used (Good),No Box and papers,Men's watch/Unisex,2999.0,Available,902
8438,Laco,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,423.0,Available,1474
8440,Hugo Boss,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,215.0,Available,14642
8441,Roamer,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,921.0,Available,75
8444,Maurice Lacroix,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2005.0,Available,175
8446,Anonimo,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,2874.0,Available,2153
8447,IWC,Quartz,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,2832.0,Available,54
8449,Dewitt,Automatic,Rose gold,Leather,New,Original Box and Papers,Men's watch/Unisex,55000.0,Available,191
8453,IWC,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,9997.0,Available,41
8454,Audemars Piguet,Automatic,Steel,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,21200.0,Available,544
8456,NOMOS,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1388.0,Available,134
8458,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,270.0,Available,14642
8461,Audemars Piguet,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,37500.0,Available,306
8464,Concord,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,1400.0,Available Upon Request,712
8465,Corum,Manual winding,Titanium,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,189700.0,Available,239
8468,Cartier,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,5800.0,Available,146
8470,Hamilton,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,745.0,Available,1425
8471,Ebel,Automatic,Steel,Steel,New,Original Box and Papers,Women's watch,1699.0,Available Upon Request,522
8472,Bremont,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,12000.0,Available,306
8474,Omega,Manual winding,Ceramic,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,9350.0,Available Upon Request,14
8475,Sevenfriday,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1025.0,Available,935
8476,Alpina,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,1218.0,Available,2482
8477,Swiss Military,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,313.0,Available,4593
8478,Richard Mille,Automatic,Carbon,Rubber,New,Original Box and Papers,Men's watch/Unisex,1900000.0,Available,55
8479,Tutima,Manual winding,Steel,Alligator skin,New,Original Box and Papers,Men's watch/Unisex,7396.0,Available,615
8485,Venezianico,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,830.0,Available,1230
8486,Louis Moinet,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,8100.0,Available,191
8488,Rotary,Quartz,Steel,Steel,New,No Box and papers,Men's watch/Unisex,280.0,Available,2030
8489,Cuervo y Sobrinos,Quartz,Steel,Leather,New,Original Box and Papers,Women's watch,2169.0,Available,1020
8491,Luminox,Quartz,Carbon,Textile,New,Original Box and Papers,Men's watch/Unisex,645.0,Available,1425
8492,Bruno Söhnle,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,656.0,Available Upon Request,7780
8495,Longines,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2550.0,Available,1177
8496,Sector,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,270.0,Available,14642
8497,NOMOS,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,3026.0,Available,3118
8498,Ralph Lauren,Automatic,Steel,Leather,Used (Good),Original Paper,Men's watch/Unisex,1267.0,Available,17875
8499,Vulcain,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3579.0,Available,59
8501,Longines,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1625.0,Available,1177
8507,Chopard,Quartz,Steel,Steel,Used (Good),No Box and papers,Women's watch,4600.0,Available,383
8508,Chanel,Automatic,Ceramic,Ceramic,New,No Box and papers,Women's watch,9500.0,Available,212
8510,Gaga Milano,Quartz,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,211.0,Available,17875
8511,Heuer,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,4880.0,Available,407
8512,Longines,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,3250.0,Available,1506
8513,Revue Thommen,Automatic,Steel,Rubber,New,Original Box,Men's watch/Unisex,526.0,Available,1369
8517,Zodiac,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,350.0,Available,760
8519,Raymond Weil,Automatic,Steel,Steel,New,Original Box and Papers,Women's watch,1580.0,Available,580
8521,Armani,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,856.0,Available,5467
8524,Carl F. Bucherer,Automatic,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,7800.0,Available,141
8531,Mondaine,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,736.0,Available,1608
8532,Swiss Military,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,238.0,Available,14642
8533,Boucheron,Quartz,Steel,Leather,Used,No Box and papers,Women's watch,1621.0,Available,109
8534,Wyler Vetta,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1486.0,Available Upon Request,1741
8535,H.Moser & Cie.,Manual winding,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,70200.0,Available,17
8537,Bruno Söhnle,Quartz,Steel,Steel,New,Original Paper,Men's watch/Unisex,595.0,Available Upon Request,50
8539,Sinn,Automatic,Titanium,Steel,Used (Good),No Box and papers,Men's watch/Unisex,3568.0,Available,297
8540,Traser,Quartz,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,324.0,Available,14642
8543,Charriol,Quartz,Steel,Steel,New,No Box and papers,Women's watch,315.0,Available,1425
8544,Waltham,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,758.0,Available,1433
8545,Hanhart,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2809.0,Available Upon Request,1076
8546,Revue Thommen,Automatic,Steel,Steel,New,Original Box,Men's watch/Unisex,765.0,Available,1369
8547,Venezianico,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,868.0,Available,819
8552,Poljot,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,183.0,Available,2054
8553,Hublot,Automatic,Titanium,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,15450.0,Available,80
8556,Vacheron Constantin,Automatic,Yellow gold,Yellow gold,New,Original Box and Papers,Men's watch/Unisex,78500.0,Available,243
8557,Tudor,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,3295.0,Available,10
8560,Davosa,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1021.0,Available,726
8561,Heuer,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,911.0,Available,54
8563,Concord,Quartz,Steel,Steel,Used (Good),Original Paper,Men's watch/Unisex,639.0,Available,17875
8565,Breitling,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,5800.0,Available,284
8566,Zodiac,Automatic,Steel,Steel,Used (Good),Original Box,Men's watch/Unisex,3920.0,Available,109
8567,TAG Heuer,Automatic,Steel,Steel,Used,No Box and papers,Men's watch/Unisex,1300.0,Available,457
8569,Zenith,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,13000.0,Available,18
8570,Rotary,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,162.0,Available,14642
8571,Enicar,Manual winding,Steel,Silicon,Used (Good),No Box and papers,Men's watch/Unisex,13882.0,Available,80
8573,Bell & Ross,Automatic,Titanium,Rubber,New,Original Box,Men's watch/Unisex,14995.0,Available,977
8574,Bulova,Quartz,Gold/Steel,Leather,Used (Good),Original Box and Papers,Women's watch,65.0,Available,1393
8578,Longines,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2250.0,Available,5
8579,Louis Moinet,Automatic,Titanium,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,15184.0,Available,564
8582,GUB Glashütte,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,300.0,Available,1121
8584,Favre-Leuba,Quartz,Steel,Leather,New,No Box and papers,Men's watch/Unisex,520.0,Available,1142
8585,Chanel,Automatic,Ceramic,Ceramic,New,Original Box and Papers,Women's watch,7170.0,Available,178
8586,Glycine,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,1356.0,Available,360
8589,Bell & Ross,Automatic,Gold/Steel,Gold/Steel,New,Original Box and Papers,Men's watch/Unisex,11200.0,Available,266
8590,Favre-Leuba,Quartz,Gold/Steel,Leather,New,No Box and papers,Women's watch,379.0,Available,1142
8592,Meistersinger,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1110.0,Available,14
8596,Roger Dubuis,Automatic,Titanium,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,8700.0,Available,239
8598,Piaget,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,6950.0,Available,311
8601,Montblanc,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,2598.0,Available,299
8603,Michel Herbelin,Automatic,Steel,Textile,Used (Good),No Box and papers,Men's watch/Unisex,320.0,Available,4
8604,Vacheron Constantin,Automatic,Rose gold,Crocodile skin,Used (Good),Original Box and Papers,Men's watch/Unisex,20000.0,Available,467
8605,Fendi,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,1550.0,Available,445
8606,A. Lange & Söhne,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,22999.0,Available,1227
8607,Ulysse Nardin,Automatic,White gold,White gold,Used (Good),Original Box and Papers,Men's watch/Unisex,65100.0,Available,251
8608,Stowa,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,1989.0,Available,1583
8609,Vacheron Constantin,Automatic,Rose gold,Rose gold,New,Original Box and Papers,Men's watch/Unisex,88000.0,Available,395
8610,Patek Philippe,Automatic,White gold,Rubber,New,Original Box and Papers,Men's watch/Unisex,84995.0,Available Upon Request,397
8611,Jaquet-Droz,Automatic,Steel,Alligator skin,New,Original Box and Papers,Women's watch,12249.0,Available,2224
8615,Lorus,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,74.0,Available,14642
8619,Graham,Automatic,Steel,Leather,New,No Box and papers,Men's watch/Unisex,3687.0,Available,8
8620,Audemars Piguet,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,21250.0,Available,104
8621,Mühle Glashütte,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,2602.0,Available,250
8628,Universal Genève,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,10629.0,Available,37
8632,Cuervo y Sobrinos,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1898.0,Available Upon Request,1741
8634,Locman,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,704.0,Available,343
8635,Perrelet,Automatic,Titanium,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,2657.0,Available,203
8637,Seiko,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,520.0,Available,2264
8638,DeLaCour,Automatic,Gold/Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,28632.0,Available,935
8640,Jean Marcel,Automatic,Steel,Alligator skin,Used (Good),No Box and papers,Men's watch/Unisex,1249.0,Available,902
8641,Breguet,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,11950.0,Available,3088
8642,Bovet,Automatic,Steel,Textile,New,Original Box and Papers,Women's watch,23491.0,Available Upon Request,1266
8645,Bruno Söhnle,Quartz,Steel,Leather,New,No Box and papers,Men's watch/Unisex,862.0,Available,7780
8649,Breguet,Automatic,Rose gold,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,16900.0,Available,284
8651,Chaumet,Quartz,Steel,Steel,Used,Original Box,Women's watch,600.0,Available,463
8653,Cyma,Quartz,Gold/Steel,Leather,New,No Box and papers,Women's watch,336.0,Available,3000
8654,Baume & Mercier,Manual winding,Rose gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1627.0,Available,16
8655,Pequignet,Automatic,Steel,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,5206.0,Available,358
8658,GUB Glashütte,Manual winding,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,434.0,Available,496
8660,Patek Philippe,Automatic,Steel,Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,90899.0,Available,77
8662,Azimuth,Manual winding,Bronze,Rubber,New,Original Box and Papers,Men's watch/Unisex,5509.0,Available,5
8664,Chopard,Automatic,Steel,Crocodile skin,Used (Good),Original Box and Papers,Women's watch,11700.0,Available,284
8666,Zeppelin,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,324.0,Available,125
8669,Hamilton,Automatic,Steel,Rubber,New,Original Box and Papers,Men's watch/Unisex,1500.0,Available,580
8672,Certina,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,585.0,Available,470
8673,Tutima,Automatic,Titanium,Rubber,New,Original Box and Papers,Men's watch/Unisex,1518.0,Available,1244
8674,Swiss Military,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1029.0,Available,14642
8675,Vulcain,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1735.0,Available,819
8677,Vulcain,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,3585.0,Available,1393
8678,Glycine,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,645.0,Available,2953
8680,Tiffany,Quartz,White gold,Textile,Used (Good),Original Box and Papers,Women's watch,2701.0,Available,11
8681,Spinnaker,Automatic,Steel,Leather,New,Original Box,Men's watch/Unisex,313.0,Available,4593
8684,Omega,Manual winding,Steel,Textile,Used (Good),Original Box and Papers,Men's watch/Unisex,42500.0,Available,36
8686,IWC,Automatic,Steel,Leather,Used (Good),Original Box and Papers,Men's watch/Unisex,5900.0,Available,172
8687,Lip,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,520.0,Available Upon Request,3109
8688,Nivada,Manual winding,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2195.0,Available,1425
8689,Audemars Piguet,Automatic,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,10450.0,Available,144
8691,Locman,Manual winding,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,4870.0,Available,819
8693,Chaumet,Quartz,Titanium,Rubber,Used (Good),Original Box,Women's watch,3091.0,Available,117
8694,Laco,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,292.0,Available,726
8695,Bulova,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,925.0,Available,445
8696,Union Glashütte,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1215.0,Available Upon Request,12533
8699,Wenger,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,193.0,Available,14642
8701,Oris,Automatic,Steel,Rubber,New,Original Box,Men's watch/Unisex,3500.0,Available,1369
8703,Chanel,Quartz,Ceramic,Ceramic,New,Original Box and Papers,Women's watch,10955.0,Available,178
8704,GUB Glashütte,Manual winding,Gold/Steel,Leather,Used (Good),Original Box,Men's watch/Unisex,3471.0,Available,152
8706,Perseo,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1399.0,Available,29
8707,Zodiac,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1595.0,Available,1425
8708,Orient,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,287.0,Available,2073
8709,Seiko,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2900.0,Available,457
8710,Jean Marcel,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,1491.0,Available Upon Request,1076
8712,Locman,Quartz,Steel,Silicon,New,Original Box and Papers,Men's watch/Unisex,488.0,Available,273
8716,Vostok,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,357.0,Available,805
8718,TAG Heuer,Automatic,Steel,Textile,New,Original Box and Papers,Men's watch/Unisex,5850.0,Available,1153
8721,Gucci,Quartz,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,1247.0,Available,76
8722,Enicar,Automatic,Steel,Textile,Used (Good),No Box and papers,Men's watch/Unisex,4230.0,Available,591
8724,Ralph Lauren,Manual winding,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,5640.0,Available Upon Request,51
8725,DuBois et fils,Automatic,Gold/Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,10466.0,Available Upon Request,1076
8731,Boucheron,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1058.0,Available,6080
8732,TAG Heuer,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,6575.0,Available,1125
8734,Cvstos,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,3933.0,Available Upon Request,719
8735,Heuer,Manual winding,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,4284.0,Available,509
8737,Hublot,Automatic,Rose gold,Crocodile skin,New,Original Box and Papers,Men's watch/Unisex,33750.0,Available,20
8738,Bovet,Automatic,Steel,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,20064.0,Available Upon Request,118
8739,Enicar,Automatic,Steel,Steel,Used (Good),No Box and papers,Men's watch/Unisex,399.0,Available,760
8742,DuBois et fils,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,5748.0,Available,549
8743,Bulova,Automatic,Steel,Leather,New,No Box and papers,Men's watch/Unisex,475.0,Available,445
8745,Movado,Automatic,Gold/Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2927.0,Available,100
8746,Union Glashütte,Automatic,Steel,Leather,Used (Good),No Box and papers,Men's watch/Unisex,2168.0,Available,1756
8751,NOMOS,Automatic,Steel,Textile,Used (Good),No Box and papers,Men's watch/Unisex,1905.0,Available Upon Request,314
8753,Favre-Leuba,Automatic,Gold/Steel,Leather,New,Original Box,Men's watch/Unisex,1193.0,Available,1921
8755,Piaget,Manual winding,Yellow gold,Yellow gold,Used (Good),No Box and papers,Men's watch/Unisex,9800.0,Available,163
8756,Police,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,64.0,Available,14642
8757,Seiko,Quartz,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,1875.0,Available Upon Request,580
8758,Aerowatch,Quartz,Steel,Steel,New,Original Box and Papers,Women's watch,2115.0,Available,500
8759,Bremont,Automatic,Steel,Rubber,Used (Good),Original Box,Men's watch/Unisex,2563.0,Available,1583
8760,Louis Vuitton,Quartz,Steel,Rubber,Used (Good),Original Box and Papers,Women's watch,643.0,Available,7843
8764,Tudor,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,3195.0,Available,615
8766,Zeno-Watch Basel,Automatic,Steel,Leather,New,No Box and papers,Men's watch/Unisex,1380.0,Available,579
8769,Audemars Piguet,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,19250.0,Available Upon Request,104
8771,Concord,Automatic,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,2102.0,Available,126
8774,Traser,Quartz,Steel,Steel,New,Original Box and Papers,Men's watch/Unisex,585.0,Available,14642
8775,Rolex,Automatic,Gold/Steel,Gold/Steel,Used (Good),Original Box and Papers,Men's watch/Unisex,13850.0,Available,102
8778,Lanco,Automatic,Steel,Rubber,Used (Good),No Box and papers,Men's watch/Unisex,514.0,Available,2030
8779,Czapek,Manual winding,Steel,Alligator skin,Used (Good),Original Box and Papers,Men's watch/Unisex,16950.0,Available,3088
8780,Eberhard & Co.,Manual winding,Yellow gold,Leather,Used (Good),No Box and papers,Men's watch/Unisex,1724.0,Available,306
8783,Franck Muller,Automatic,Carbon,Rubber,Used (Good),Original Box,Men's watch/Unisex,7590.0,Available,60
8784,Ball,Automatic,Titanium,Titanium,New,Original Box and Papers,Men's watch/Unisex,2950.0,Available,2224
8785,Jaquet-Droz,Automatic,Rose gold,Crocodile skin,New,Original Box and Papers,Women's watch,9480.0,Available,27
8786,Jean Marcel,Quartz,Steel,Calf skin,New,Original Box and Papers,Men's watch/Unisex,537.0,Available,1474
8789,Anonimo,Automatic,Steel,Leather,New,Original Box and Papers,Men's watch/Unisex,2325.0,Available Upon Request,517
8790,Audemars Piguet,Automatic,Steel,Rubber,Used (Good),Original Box and Papers,Men's watch/Unisex,18800.0,Available,36
